"age","sex","year","contents","10211: Population, by age, sex, year and contents"
"F20-24 20-24 years","0 Both sexes","1901","Persons",188412
"F20-24 20-24 years","0 Both sexes","1902","Persons",186850
"F20-24 20-24 years","0 Both sexes","1903","Persons",183565
"F20-24 20-24 years","0 Both sexes","1904","Persons",180306
"F20-24 20-24 years","0 Both sexes","1905","Persons",179291
"F20-24 20-24 years","0 Both sexes","1906","Persons",181065
"F20-24 20-24 years","0 Both sexes","1907","Persons",181995
"F20-24 20-24 years","0 Both sexes","1908","Persons",183647
"F20-24 20-24 years","0 Both sexes","1909","Persons",188570
"F20-24 20-24 years","0 Both sexes","1910","Persons",189743
"F20-24 20-24 years","0 Both sexes","1911","Persons",190193
"F20-24 20-24 years","0 Both sexes","1912","Persons",194301
"F20-24 20-24 years","0 Both sexes","1913","Persons",197517
"F20-24 20-24 years","0 Both sexes","1914","Persons",203287
"F20-24 20-24 years","0 Both sexes","1915","Persons",208795
"F20-24 20-24 years","0 Both sexes","1916","Persons",216187
"F20-24 20-24 years","0 Both sexes","1917","Persons",221566
"F20-24 20-24 years","0 Both sexes","1918","Persons",228874
"F20-24 20-24 years","0 Both sexes","1919","Persons",232680
"F20-24 20-24 years","0 Both sexes","1920","Persons",238443
"F20-24 20-24 years","0 Both sexes","1921","Persons",241161
"F20-24 20-24 years","0 Both sexes","1922","Persons",245913
"F20-24 20-24 years","0 Both sexes","1923","Persons",248799
"F20-24 20-24 years","0 Both sexes","1924","Persons",246822
"F20-24 20-24 years","0 Both sexes","1925","Persons",246994
"F20-24 20-24 years","0 Both sexes","1926","Persons",246916
"F20-24 20-24 years","0 Both sexes","1927","Persons",245587
"F20-24 20-24 years","0 Both sexes","1928","Persons",243224
"F20-24 20-24 years","0 Both sexes","1929","Persons",242808
"F20-24 20-24 years","0 Both sexes","1930","Persons",244165
"F20-24 20-24 years","0 Both sexes","1931","Persons",246335
"F20-24 20-24 years","0 Both sexes","1932","Persons",250833
"F20-24 20-24 years","0 Both sexes","1933","Persons",256287
"F20-24 20-24 years","0 Both sexes","1934","Persons",260979
"F20-24 20-24 years","0 Both sexes","1935","Persons",264785
"F20-24 20-24 years","0 Both sexes","1936","Persons",265879
"F20-24 20-24 years","0 Both sexes","1937","Persons",267745
"F20-24 20-24 years","0 Both sexes","1938","Persons",270553
"F20-24 20-24 years","0 Both sexes","1939","Persons",272894
"F20-24 20-24 years","0 Both sexes","1940","Persons",270892
"F20-24 20-24 years","0 Both sexes","1941","Persons",280554
"F20-24 20-24 years","0 Both sexes","1942","Persons",283883
"F20-24 20-24 years","0 Both sexes","1943","Persons",283279
"F20-24 20-24 years","0 Both sexes","1944","Persons",282309
"F20-24 20-24 years","0 Both sexes","1945","Persons",281984
"F20-24 20-24 years","0 Both sexes","1946","Persons",269557
"F20-24 20-24 years","0 Both sexes","1947","Persons",259333
"F20-24 20-24 years","0 Both sexes","1948","Persons",250011
"F20-24 20-24 years","0 Both sexes","1949","Persons",241177
"F20-24 20-24 years","0 Both sexes","1950","Persons",233902
"F20-24 20-24 years","0 Both sexes","1951","Persons",229624
"F20-24 20-24 years","0 Both sexes","1952","Persons",223783
"F20-24 20-24 years","0 Both sexes","1953","Persons",220098
"F20-24 20-24 years","0 Both sexes","1954","Persons",213805
"F20-24 20-24 years","0 Both sexes","1955","Persons",208476
"F20-24 20-24 years","0 Both sexes","1956","Persons",203511
"F20-24 20-24 years","0 Both sexes","1957","Persons",199081
"F20-24 20-24 years","0 Both sexes","1958","Persons",197653
"F20-24 20-24 years","0 Both sexes","1959","Persons",200697
"F20-24 20-24 years","0 Both sexes","1960","Persons",204746
"F20-24 20-24 years","0 Both sexes","1961","Persons",210635
"F20-24 20-24 years","0 Both sexes","1962","Persons",214020
"F20-24 20-24 years","0 Both sexes","1963","Persons",222225
"F20-24 20-24 years","0 Both sexes","1964","Persons",232963
"F20-24 20-24 years","0 Both sexes","1965","Persons",248064
"F20-24 20-24 years","0 Both sexes","1966","Persons",263814
"F20-24 20-24 years","0 Both sexes","1967","Persons",287485
"F20-24 20-24 years","0 Both sexes","1968","Persons",303635
"F20-24 20-24 years","0 Both sexes","1969","Persons",313545
"F20-24 20-24 years","0 Both sexes","1970","Persons",315243
"F20-24 20-24 years","0 Both sexes","1971","Persons",313534
"F20-24 20-24 years","0 Both sexes","1972","Persons",305247
"F20-24 20-24 years","0 Both sexes","1973","Persons",301771
"F20-24 20-24 years","0 Both sexes","1974","Persons",300498
"F20-24 20-24 years","0 Both sexes","1975","Persons",301178
"F20-24 20-24 years","0 Both sexes","1976","Persons",303001
"F20-24 20-24 years","0 Both sexes","1977","Persons",306853
"F20-24 20-24 years","0 Both sexes","1978","Persons",308129
"F20-24 20-24 years","0 Both sexes","1979","Persons",308830
"F20-24 20-24 years","0 Both sexes","1980","Persons",309928
"F20-24 20-24 years","0 Both sexes","1981","Persons",309259
"F20-24 20-24 years","0 Both sexes","1982","Persons",308827
"F20-24 20-24 years","0 Both sexes","1983","Persons",309305
"F20-24 20-24 years","0 Both sexes","1984","Persons",310374
"F20-24 20-24 years","0 Both sexes","1985","Persons",313325
"F20-24 20-24 years","0 Both sexes","1986","Persons",318690
"F20-24 20-24 years","0 Both sexes","1987","Persons",324831
"F20-24 20-24 years","0 Both sexes","1988","Persons",332147
"F20-24 20-24 years","0 Both sexes","1989","Persons",338047
"F20-24 20-24 years","0 Both sexes","1990","Persons",338529
"F20-24 20-24 years","0 Both sexes","1991","Persons",336947
"F20-24 20-24 years","0 Both sexes","1992","Persons",336902
"F20-24 20-24 years","0 Both sexes","1993","Persons",336171
"F20-24 20-24 years","0 Both sexes","1994","Persons",331265
"F20-24 20-24 years","0 Both sexes","1995","Persons",324022
"F20-24 20-24 years","0 Both sexes","1996","Persons",316149
"F20-24 20-24 years","0 Both sexes","1997","Persons",304755
"F20-24 20-24 years","0 Both sexes","1998","Persons",292586
"F20-24 20-24 years","0 Both sexes","1999","Persons",285016
"F20-24 20-24 years","0 Both sexes","2000","Persons",278732
"F20-24 20-24 years","0 Both sexes","2001","Persons",274936
"F20-24 20-24 years","0 Both sexes","2002","Persons",273003
"F20-24 20-24 years","0 Both sexes","2003","Persons",274913
"F20-24 20-24 years","0 Both sexes","2004","Persons",274198
"F20-24 20-24 years","0 Both sexes","2005","Persons",273906
"F20-24 20-24 years","0 Both sexes","2006","Persons",275008
"F20-24 20-24 years","0 Both sexes","2007","Persons",278497
"F20-24 20-24 years","0 Both sexes","2008","Persons",284575
"F20-24 20-24 years","0 Both sexes","2009","Persons",294736
"F20-24 20-24 years","0 Both sexes","2010","Persons",305514
"F20-24 20-24 years","0 Both sexes","2011","Persons",319016
"F20-24 20-24 years","0 Both sexes","2012","Persons",330595
"F20-24 20-24 years","0 Both sexes","2013","Persons",339047
"F20-24 20-24 years","0 Both sexes","2014","Persons",342428
"F20-24 20-24 years","0 Both sexes","2015","Persons",344077
"F20-24 20-24 years","0 Both sexes","2016","Persons",342834
"F20-24 20-24 years","0 Both sexes","2017","Persons",343302
"F20-24 20-24 years","0 Both sexes","2018","Persons",342370
"F20-24 20-24 years","0 Both sexes","2019","Persons",341231
"F20-24 20-24 years","0 Both sexes","2020","Persons",340829
"F20-24 20-24 years","0 Both sexes","2021","Persons",338421
"F20-24 20-24 years","0 Both sexes","2022","Persons",334910
"F20-24 20-24 years","1 Males","1846","Persons",62133
"F20-24 20-24 years","1 Males","1847","Persons",62848
"F20-24 20-24 years","1 Males","1848","Persons",63005
"F20-24 20-24 years","1 Males","1849","Persons",62777
"F20-24 20-24 years","1 Males","1850","Persons",63938
"F20-24 20-24 years","1 Males","1851","Persons",63848
"F20-24 20-24 years","1 Males","1852","Persons",63124
"F20-24 20-24 years","1 Males","1853","Persons",62878
"F20-24 20-24 years","1 Males","1854","Persons",62704
"F20-24 20-24 years","1 Males","1855","Persons",62060
"F20-24 20-24 years","1 Males","1856","Persons",62813
"F20-24 20-24 years","1 Males","1857","Persons",62694
"F20-24 20-24 years","1 Males","1858","Persons",62677
"F20-24 20-24 years","1 Males","1859","Persons",62503
"F20-24 20-24 years","1 Males","1860","Persons",61500
"F20-24 20-24 years","1 Males","1861","Persons",60428
"F20-24 20-24 years","1 Males","1862","Persons",60901
"F20-24 20-24 years","1 Males","1863","Persons",61988
"F20-24 20-24 years","1 Males","1864","Persons",63372
"F20-24 20-24 years","1 Males","1865","Persons",64900
"F20-24 20-24 years","1 Males","1866","Persons",66796
"F20-24 20-24 years","1 Males","1867","Persons",67357
"F20-24 20-24 years","1 Males","1868","Persons",68397
"F20-24 20-24 years","1 Males","1869","Persons",69007
"F20-24 20-24 years","1 Males","1870","Persons",70713
"F20-24 20-24 years","1 Males","1871","Persons",71356
"F20-24 20-24 years","1 Males","1872","Persons",72193
"F20-24 20-24 years","1 Males","1873","Persons",71409
"F20-24 20-24 years","1 Males","1874","Persons",72410
"F20-24 20-24 years","1 Males","1875","Persons",74262
"F20-24 20-24 years","1 Males","1876","Persons",76318
"F20-24 20-24 years","1 Males","1877","Persons",77928
"F20-24 20-24 years","1 Males","1878","Persons",80344
"F20-24 20-24 years","1 Males","1879","Persons",81707
"F20-24 20-24 years","1 Males","1880","Persons",82193
"F20-24 20-24 years","1 Males","1881","Persons",80405
"F20-24 20-24 years","1 Males","1882","Persons",77669
"F20-24 20-24 years","1 Males","1883","Persons",75309
"F20-24 20-24 years","1 Males","1884","Persons",74578
"F20-24 20-24 years","1 Males","1885","Persons",74401
"F20-24 20-24 years","1 Males","1886","Persons",75243
"F20-24 20-24 years","1 Males","1887","Persons",76499
"F20-24 20-24 years","1 Males","1888","Persons",74366
"F20-24 20-24 years","1 Males","1889","Persons",71540
"F20-24 20-24 years","1 Males","1890","Persons",70580
"F20-24 20-24 years","1 Males","1891","Persons",70438
"F20-24 20-24 years","1 Males","1892","Persons",70732
"F20-24 20-24 years","1 Males","1893","Persons",71033
"F20-24 20-24 years","1 Males","1894","Persons",70925
"F20-24 20-24 years","1 Males","1895","Persons",74609
"F20-24 20-24 years","1 Males","1896","Persons",78686
"F20-24 20-24 years","1 Males","1897","Persons",82070
"F20-24 20-24 years","1 Males","1898","Persons",86070
"F20-24 20-24 years","1 Males","1899","Persons",89067
"F20-24 20-24 years","1 Males","1900","Persons",91070
"F20-24 20-24 years","1 Males","1901","Persons",90338
"F20-24 20-24 years","1 Males","1902","Persons",89537
"F20-24 20-24 years","1 Males","1903","Persons",87152
"F20-24 20-24 years","1 Males","1904","Persons",84662
"F20-24 20-24 years","1 Males","1905","Persons",84049
"F20-24 20-24 years","1 Males","1906","Persons",84973
"F20-24 20-24 years","1 Males","1907","Persons",85318
"F20-24 20-24 years","1 Males","1908","Persons",85723
"F20-24 20-24 years","1 Males","1909","Persons",89183
"F20-24 20-24 years","1 Males","1910","Persons",89923
"F20-24 20-24 years","1 Males","1911","Persons",89910
"F20-24 20-24 years","1 Males","1912","Persons",92222
"F20-24 20-24 years","1 Males","1913","Persons",94733
"F20-24 20-24 years","1 Males","1914","Persons",98007
"F20-24 20-24 years","1 Males","1915","Persons",101335
"F20-24 20-24 years","1 Males","1916","Persons",105816
"F20-24 20-24 years","1 Males","1917","Persons",109169
"F20-24 20-24 years","1 Males","1918","Persons",112805
"F20-24 20-24 years","1 Males","1919","Persons",114670
"F20-24 20-24 years","1 Males","1920","Persons",117543
"F20-24 20-24 years","1 Males","1921","Persons",118628
"F20-24 20-24 years","1 Males","1922","Persons",121382
"F20-24 20-24 years","1 Males","1923","Persons",123298
"F20-24 20-24 years","1 Males","1924","Persons",121460
"F20-24 20-24 years","1 Males","1925","Persons",121559
"F20-24 20-24 years","1 Males","1926","Persons",121909
"F20-24 20-24 years","1 Males","1927","Persons",121283
"F20-24 20-24 years","1 Males","1928","Persons",119517
"F20-24 20-24 years","1 Males","1929","Persons",119787
"F20-24 20-24 years","1 Males","1930","Persons",120727
"F20-24 20-24 years","1 Males","1931","Persons",122157
"F20-24 20-24 years","1 Males","1932","Persons",125137
"F20-24 20-24 years","1 Males","1933","Persons",128685
"F20-24 20-24 years","1 Males","1934","Persons",131525
"F20-24 20-24 years","1 Males","1935","Persons",134058
"F20-24 20-24 years","1 Males","1936","Persons",134832
"F20-24 20-24 years","1 Males","1937","Persons",135829
"F20-24 20-24 years","1 Males","1938","Persons",137280
"F20-24 20-24 years","1 Males","1939","Persons",138425
"F20-24 20-24 years","1 Males","1940","Persons",137544
"F20-24 20-24 years","1 Males","1941","Persons",142391
"F20-24 20-24 years","1 Males","1942","Persons",144554
"F20-24 20-24 years","1 Males","1943","Persons",143887
"F20-24 20-24 years","1 Males","1944","Persons",143334
"F20-24 20-24 years","1 Males","1945","Persons",142956
"F20-24 20-24 years","1 Males","1946","Persons",136622
"F20-24 20-24 years","1 Males","1947","Persons",132149
"F20-24 20-24 years","1 Males","1948","Persons",127899
"F20-24 20-24 years","1 Males","1949","Persons",123298
"F20-24 20-24 years","1 Males","1950","Persons",119586
"F20-24 20-24 years","1 Males","1951","Persons",117417
"F20-24 20-24 years","1 Males","1952","Persons",114264
"F20-24 20-24 years","1 Males","1953","Persons",112427
"F20-24 20-24 years","1 Males","1954","Persons",109443
"F20-24 20-24 years","1 Males","1955","Persons",106782
"F20-24 20-24 years","1 Males","1956","Persons",104192
"F20-24 20-24 years","1 Males","1957","Persons",101870
"F20-24 20-24 years","1 Males","1958","Persons",101080
"F20-24 20-24 years","1 Males","1959","Persons",102413
"F20-24 20-24 years","1 Males","1960","Persons",104415
"F20-24 20-24 years","1 Males","1961","Persons",107720
"F20-24 20-24 years","1 Males","1962","Persons",109290
"F20-24 20-24 years","1 Males","1963","Persons",113491
"F20-24 20-24 years","1 Males","1964","Persons",119255
"F20-24 20-24 years","1 Males","1965","Persons",127445
"F20-24 20-24 years","1 Males","1966","Persons",135616
"F20-24 20-24 years","1 Males","1967","Persons",148214
"F20-24 20-24 years","1 Males","1968","Persons",156686
"F20-24 20-24 years","1 Males","1969","Persons",161962
"F20-24 20-24 years","1 Males","1970","Persons",162677
"F20-24 20-24 years","1 Males","1971","Persons",161854
"F20-24 20-24 years","1 Males","1972","Persons",157812
"F20-24 20-24 years","1 Males","1973","Persons",155965
"F20-24 20-24 years","1 Males","1974","Persons",154804
"F20-24 20-24 years","1 Males","1975","Persons",154829
"F20-24 20-24 years","1 Males","1976","Persons",155546
"F20-24 20-24 years","1 Males","1977","Persons",156934
"F20-24 20-24 years","1 Males","1978","Persons",157264
"F20-24 20-24 years","1 Males","1979","Persons",157622
"F20-24 20-24 years","1 Males","1980","Persons",158481
"F20-24 20-24 years","1 Males","1981","Persons",158039
"F20-24 20-24 years","1 Males","1982","Persons",158094
"F20-24 20-24 years","1 Males","1983","Persons",158378
"F20-24 20-24 years","1 Males","1984","Persons",158769
"F20-24 20-24 years","1 Males","1985","Persons",160254
"F20-24 20-24 years","1 Males","1986","Persons",163253
"F20-24 20-24 years","1 Males","1987","Persons",166372
"F20-24 20-24 years","1 Males","1988","Persons",170540
"F20-24 20-24 years","1 Males","1989","Persons",173969
"F20-24 20-24 years","1 Males","1990","Persons",173765
"F20-24 20-24 years","1 Males","1991","Persons",172667
"F20-24 20-24 years","1 Males","1992","Persons",172356
"F20-24 20-24 years","1 Males","1993","Persons",171862
"F20-24 20-24 years","1 Males","1994","Persons",169115
"F20-24 20-24 years","1 Males","1995","Persons",164820
"F20-24 20-24 years","1 Males","1996","Persons",160576
"F20-24 20-24 years","1 Males","1997","Persons",154688
"F20-24 20-24 years","1 Males","1998","Persons",148375
"F20-24 20-24 years","1 Males","1999","Persons",144365
"F20-24 20-24 years","1 Males","2000","Persons",141427
"F20-24 20-24 years","1 Males","2001","Persons",139832
"F20-24 20-24 years","1 Males","2002","Persons",138519
"F20-24 20-24 years","1 Males","2003","Persons",139482
"F20-24 20-24 years","1 Males","2004","Persons",139227
"F20-24 20-24 years","1 Males","2005","Persons",139055
"F20-24 20-24 years","1 Males","2006","Persons",139588
"F20-24 20-24 years","1 Males","2007","Persons",142064
"F20-24 20-24 years","1 Males","2008","Persons",145319
"F20-24 20-24 years","1 Males","2009","Persons",150394
"F20-24 20-24 years","1 Males","2010","Persons",155602
"F20-24 20-24 years","1 Males","2011","Persons",162253
"F20-24 20-24 years","1 Males","2012","Persons",168352
"F20-24 20-24 years","1 Males","2013","Persons",173489
